epoch,accuracy,loss,val_accuracy,val_loss
0,0.15639810264110565,24.314300537109375,0.1745283007621765,14.56676197052002
1,0.1753554493188858,14.151276588439941,0.21698112785816193,12.839737892150879
2,0.18127961456775665,10.976330757141113,0.1745283007621765,15.410409927368164
3,0.16469193994998932,13.717555046081543,0.1603773534297943,15.362287521362305
4,0.15284359455108643,12.531387329101562,0.19339622557163239,6.0868306159973145
5,0.12322274595499039,12.197882652282715,0.19339622557163239,13.42348861694336
6,0.15876777470111847,11.366288185119629,0.18396227061748505,15.298420906066895
7,0.17772512137889862,12.301913261413574,0.18396227061748505,15.027081489562988
8,0.17890995740890503,11.274686813354492,0.1745283007621765,13.866072654724121
9,0.1623222678899765,12.098296165466309,0.19339622557163239,13.47149658203125
