epoch,accuracy,loss,val_accuracy,val_loss
0,0.24170616269111633,1.739863634109497,0.30188679695129395,1.9122905731201172
1,0.3400473892688751,1.5788222551345825,0.2783018946647644,1.6754024028778076
2,0.41706159710884094,1.4365451335906982,0.2830188572406769,1.685659646987915
3,0.4632701277732849,1.3714497089385986,0.2358490526676178,1.9999399185180664
4,0.5071089863777161,1.2727559804916382,0.3537735939025879,1.5196702480316162
5,0.5296208262443542,1.195758581161499,0.28773584961891174,1.8786382675170898
6,0.5450236797332764,1.1734020709991455,0.3820754587650299,1.6228159666061401
7,0.6315165758132935,1.008379578590393,0.4150943458080292,1.7434849739074707
8,0.5876777172088623,1.0429632663726807,0.3113207519054413,1.8845852613449097
9,0.6516587734222412,1.002130150794983,0.40566039085388184,1.4035841226577759
10,0.678909957408905,0.8525261878967285,0.5707547068595886,1.1478303670883179
11,0.7014217972755432,0.8132657408714294,0.33018869161605835,1.8436731100082397
12,0.721563994884491,0.7665656805038452,0.2783018946647644,3.0219767093658447
13,0.7345971465110779,0.7473476529121399,0.49056604504585266,1.145402431488037
14,0.7665876746177673,0.6239486336708069,0.35849055647850037,1.6939440965652466
15,0.7748815417289734,0.6269246935844421,0.5471698045730591,1.412481665611267
16,0.799763023853302,0.576889157295227,0.37264150381088257,1.9589378833770752
17,0.829383909702301,0.47427162528038025,0.6320754885673523,1.0746709108352661
18,0.8530805706977844,0.4357379376888275,0.2688679099082947,2.2477118968963623
19,0.8104265332221985,0.5103549361228943,0.34433960914611816,2.188629150390625
20,0.8779621124267578,0.3618006408214569,0.5801886916160583,1.3845735788345337
21,0.8850710988044739,0.3341889977455139,0.6745283007621765,0.9245637655258179
22,0.9253554344177246,0.2631782293319702,0.4386792480945587,1.9381879568099976
23,0.9075829386711121,0.2813972234725952,0.5094339847564697,1.5781102180480957
24,0.9372037649154663,0.21644870936870575,0.7075471878051758,0.8983675241470337
25,0.9703791737556458,0.13897940516471863,0.7735849022865295,0.7394514083862305
26,0.9466824531555176,0.16309891641139984,0.650943398475647,1.0217076539993286
27,0.9751184582710266,0.12836503982543945,0.4433962404727936,2.147813081741333
28,0.8969194293022156,0.3347647488117218,0.3679245412349701,2.0183422565460205
29,0.9549763202667236,0.17496182024478912,0.5801886916160583,1.400938630104065
