epoch,accuracy,loss,val_accuracy,val_loss
0,0.20616114139556885,2.027752161026001,0.18396227061748505,1.8474847078323364
1,0.1883886307477951,1.7764569520950317,0.1037735864520073,1.8383442163467407
2,0.225118488073349,1.7354620695114136,0.1745283007621765,2.0459444522857666
3,0.2618483304977417,1.690561294555664,0.1745283007621765,2.022329568862915
4,0.22274881601333618,1.7318954467773438,0.19339622557163239,1.8240293264389038
5,0.22748814523220062,1.6883628368377686,0.1745283007621765,1.9162836074829102
6,0.22985781729221344,1.7560569047927856,0.1745283007621765,2.2250163555145264
7,0.19194312393665314,1.791383981704712,0.1037735864520073,2.3443431854248047
8,0.19668246805667877,1.7791104316711426,0.1037735864520073,2.390019655227661
9,0.23104265332221985,1.7463434934616089,0.1745283007621765,2.1572279930114746
