epoch,accuracy,loss,val_accuracy,val_loss
0,0.22828826308250427,1.7611382007598877,0.1699126958847046,1.8068604469299316
1,0.29514530301094055,1.7023591995239258,0.253861665725708,1.7502495050430298
2,0.3220224976539612,1.66135835647583,0.2975151240825653,1.6590083837509155
3,0.3441962003707886,1.6271828413009644,0.353928804397583,1.6076843738555908
4,0.37325718998908997,1.5932672023773193,0.3546003997325897,1.5769500732421875
5,0.3830001652240753,1.56382417678833,0.3404969871044159,1.573602557182312
6,0.3932470977306366,1.5380597114562988,0.3707185983657837,1.5223487615585327
7,0.4073576331138611,1.5099828243255615,0.35527199506759644,1.5270782709121704
8,0.41710060834884644,1.4866714477539062,0.39556750655174255,1.4794888496398926
9,0.4265076518058777,1.4636273384094238,0.4022834002971649,1.4577605724334717
10,0.4387703537940979,1.4421926736831665,0.4197447896003723,1.4333046674728394
11,0.44196203351020813,1.4228719472885132,0.40899932384490967,1.4463446140289307
12,0.4533848464488983,1.4068413972854614,0.4398925304412842,1.400237798690796
13,0.4601041376590729,1.3871501684188843,0.4056413769721985,1.4333549737930298
14,0.46648749709129333,1.3712941408157349,0.42981866002082825,1.39865243434906
15,0.47572651505470276,1.3544870615005493,0.4325050413608551,1.4038046598434448
16,0.4821098744869232,1.3395463228225708,0.41302886605262756,1.4314991235733032
17,0.48866117000579834,1.3255118131637573,0.42511752247810364,1.4079257249832153
18,0.4973962604999542,1.3101767301559448,0.3445265293121338,1.6273614168167114
19,0.4999160170555115,1.2988197803497314,0.4620550572872162,1.3372048139572144
20,0.5034436583518982,1.283101201057434,0.4620550572872162,1.3487573862075806
21,0.5185620784759521,1.2688645124435425,0.38146406412124634,1.468321681022644
22,0.5220897197723389,1.2562010288238525,0.4707857668399811,1.3350145816802979
23,0.5269612073898315,1.2395325899124146,0.4815312325954437,1.3099910020828247
24,0.5314967036247253,1.228007197380066,0.47280052304267883,1.324377417564392
25,0.5367041826248169,1.212071180343628,0.37743452191352844,1.5158270597457886
26,0.5425835847854614,1.2051371335983276,0.35661518573760986,1.544915795326233
27,0.549302875995636,1.1862969398498535,0.2625923454761505,1.8227853775024414
28,0.5553502440452576,1.1766669750213623,0.3633311092853546,1.5325826406478882
