epoch,accuracy,loss,val_accuracy,val_loss
0,0.34302031993865967,1.5680418014526367,0.1705842912197113,3.023841619491577
1,0.4070216715335846,1.4433939456939697,0.1705842912197113,3.1265416145324707
2,0.4572484493255615,1.3606230020523071,0.1705842912197113,3.7027499675750732
3,0.43927431106567383,1.3887335062026978,0.2444593757390976,2.7338430881500244
4,0.472030907869339,1.3272744417190552,0.3673606514930725,2.4987432956695557
5,0.5004199743270874,1.2749797105789185,0.3713901937007904,1.5169521570205688
6,0.43675458431243896,1.3946590423583984,0.3149764835834503,1.942205786705017
7,0.48832520842552185,1.2915664911270142,0.2048354595899582,2.69142746925354
8,0.4567444920539856,1.3437390327453613,0.1786433905363083,2.704998016357422
9,0.49790021777153015,1.2716333866119385,0.2807253301143646,2.139003038406372
10,0.5234335660934448,1.2002886533737183,0.44257891178131104,1.4501712322235107
11,0.5316647291183472,1.1830320358276367,0.4499664306640625,1.4246814250946045
12,0.5150344371795654,1.2358109951019287,0.4492948353290558,1.3556959629058838
13,0.5414077043533325,1.160922884941101,0.3284083306789398,1.782359004020691
14,0.5506467223167419,1.142306923866272,0.40899932384490967,1.5204315185546875
15,0.5456072688102722,1.1552644968032837,0.5157824158668518,1.3067116737365723
16,0.5687888264656067,1.104689121246338,0.3357958495616913,1.7285367250442505
17,0.5644212961196899,1.1093311309814453,0.39086633920669556,1.917620301246643
18,0.5635814070701599,1.104671597480774,0.4063129723072052,1.950526237487793
19,0.5869309306144714,1.068458914756775,0.4459368586540222,1.564729928970337
20,0.5939862132072449,1.0679734945297241,0.331766277551651,1.9083425998687744
21,0.5654292106628418,1.110479474067688,0.436534583568573,1.5781681537628174
22,0.5098269581794739,1.2491395473480225,0.4546675682067871,1.426844835281372
23,0.5278010964393616,1.2008136510849,0.4848891794681549,1.3049612045288086
24,0.5681169033050537,1.1163620948791504,0.48757556080818176,1.348301649093628
25,0.577019989490509,1.0764844417572021,0.5466756224632263,1.1544692516326904
26,0.5985217690467834,1.0377180576324463,0.5211551189422607,1.3472111225128174
27,0.6148160696029663,1.003287672996521,0.525184690952301,1.265140414237976
28,0.6114563941955566,1.010635256767273,0.45601075887680054,1.467124342918396
29,0.5793717503547668,1.084829330444336,0.5285426378250122,1.2825616598129272
