epoch,accuracy,loss,val_accuracy,val_loss
0,0.4090374708175659,1.4501899480819702,0.33042311668395996,2.0029895305633545
1,0.4732067883014679,1.3239268064498901,0.2807253301143646,2.412978172302246
2,0.5110028386116028,1.2393165826797485,0.3263935446739197,2.5449399948120117
3,0.5548462867736816,1.164502501487732,0.3237071931362152,2.34519362449646
4,0.563077449798584,1.1331878900527954,0.29415714740753174,2.557094097137451
5,0.593482255935669,1.0692466497421265,0.3660174608230591,1.894679307937622
6,0.6134722232818604,1.0229625701904297,0.4768300950527191,1.6168367862701416
7,0.6237191557884216,1.0033695697784424,0.2746810019016266,2.9262378215789795
8,0.6089366674423218,1.0381815433502197,0.42981866002082825,1.6369695663452148
9,0.6353099346160889,0.9752109050750732,0.27669575810432434,2.8810901641845703
10,0.6875525116920471,0.8677665591239929,0.44795164465904236,1.797658920288086
11,0.6905761957168579,0.831608235836029,0.5245131254196167,1.3334416151046753
12,0.7258524894714355,0.7442607879638672,0.46004030108451843,1.6216797828674316
13,0.7552494406700134,0.6873507499694824,0.5453324317932129,1.3522040843963623
14,0.7712078094482422,0.6341381669044495,0.501679003238678,1.5341544151306152
15,0.7994288802146912,0.5623946189880371,0.44660845398902893,2.0656163692474365
16,0.8140433430671692,0.5230100154876709,0.46004030108451843,2.1099891662597656
17,0.7675122022628784,0.6306219696998596,0.4942914843559265,1.8267185688018799
18,0.7913656830787659,0.5728150010108948,0.5580926537513733,1.54763662815094
19,0.8538551926612854,0.4094221889972687,0.5372733473777771,1.625476598739624
20,0.8859398365020752,0.3333851099014282,0.5594358444213867,1.5598134994506836
21,0.8872837424278259,0.34048041701316833,0.5520483255386353,1.5846110582351685
22,0.9002183675765991,0.29037636518478394,0.5218267440795898,1.9631820917129517
23,0.9091214537620544,0.26829567551612854,0.5298858284950256,1.8677592277526855
24,0.914496898651123,0.2488618940114975,0.5580926537513733,1.6947360038757324
25,0.9312951564788818,0.20612600445747375,0.5177971720695496,2.283507823944092
26,0.9262556433677673,0.213467538356781,0.5413028597831726,2.1661014556884766
27,0.9339828491210938,0.19183564186096191,0.5601074695587158,1.8122819662094116
28,0.944901704788208,0.1669338494539261,0.5560778975486755,2.1417770385742188
29,0.9457416534423828,0.16442224383354187,0.5587642788887024,2.054827928543091
